Date,Open,High,Low,Close,Volume,Return,Label
2005/12/28,48.49,48.55,47.9,48.06,4530606,-1.03%,0
2005/12/29,48.13,48.46,47.97,47.99,3171006,-0.15%,1
2005/12/30,47.73,48.1999,47.14,47.15,5401033,-1.75%,0
2006/1/3,47.47,47.85,46.25,47.58,7582127,0.91%,0
2006/1/4,47.485,47.73,46.69,47.25,7438702,-0.69%,0
2006/1/5,47.16,48.2,47.11,47.65,5410119,0.85%,0
2006/1/6,47.97,48.58,47.32,47.87,6152880,0.46%,1
2006/1/9,46.69,47.1,46.4,47.08,8942932,-1.65%,-1
2006/1/10,46.41,46.75,45.36,45.651,9686057,-3.04%,1
2006/1/11,45.65,45.7,44.26,44.93,8496283,-1.58%,0
2006/1/12,44.79,45.09,44.09,44.36,5818077,-1.27%,0
2006/1/13,44.475,44.85,44,44.4,4432237,0.09%,0
2006/1/17,43.95,44.32,43.66,44,5580325,-0.90%,0
2006/1/18,43.17,44.59,43.1,44.32,8744464,0.73%,0
2006/1/19,44.495,45.2392,44.3,44.45,5156590,0.29%,0
2006/1/20,44.23,44.36,43.2,43.92,8313190,-1.19%,0
2006/1/23,44.18,44.75,43.5,43.73,5752811,-0.43%,0
2006/1/24,43.66,44.43,43.42,44.02,4334326,0.66%,0
2006/1/25,44.05,44.47,43.34,43.6,4287095,-0.95%,0
2006/1/26,43.95,44.78,43.79,44.68,4888937,2.48%,0
2006/1/27,44.55,45.22,44.53,45.22,4173169,1.21%,0
2006/1/30,45.41,45.97,44.7399,44.96,4099446,-0.57%,0
2006/1/31,44.76,45.21,44.25,44.82,4048074,-0.31%,1
2006/2/1,43.92,44.69,43.5,43.98,7501485,-1.87%,1
2006/2/2,43.84,44.04,42.74,42.74,23409520,-2.82%,-1
2006/2/3,37.7,38.5,37.37,38.33,33531390,-10.32%,0
2006/2/6,38.34,38.34,37.77,37.95,8503296,-0.99%,0
2006/2/7,38.085,38.2,37.2,37.52,7403307,-1.13%,0
2006/2/8,37.7,38.39,37.11,38.17,7541592,1.73%,0
2006/2/9,38.61,39,37.93,37.99,6931707,-0.47%,0
2006/2/10,37.98,38.52,37.37,38.52,5003435,1.40%,1
2006/2/13,38.25,38.42,37.53,37.86,4750381,-1.71%,0
2006/2/14,38.04,38.49,37.38,38.25,4514262,1.03%,0
2006/2/15,38.245,39.28,38.1,39.26,6895162,2.64%,0
2006/2/16,39.37,40,38.83,39.15,5637914,-0.28%,0
2006/2/17,38.93,39.38,38.91,39.19,4580032,0.10%,1
2006/2/21,39.01,39.11,38.26,38.29,5055434,-2.30%,0
2006/2/22,38.31,39.1,37.71,38.72,7356944,1.12%,1
2006/2/23,38.62,38.75,37.87,37.9,9287061,-2.12%,0
2006/2/24,38.25,38.41,37.86,38.35,3718534,1.19%,0
2006/2/27,38.78,38.78,37.93,38.01,4449169,-0.89%,0
2006/2/28,37.79,38.09,37.05,37.44,9139949,-1.50%,0
2006/3/1,37.45,37.69,36.85,37.12,6930395,-0.85%,0
2006/3/2,35.65,37,35.37,36.88,11582570,-0.65%,0
2006/3/3,36.89,37.83,36.67,37.21,6044181,0.89%,0
2006/3/6,37.32,37.58,36.77,36.86,4258307,-0.94%,0
2006/3/7,36.71,37.42,36.7,36.93,4721708,0.19%,0
2006/3/8,36.72,37.47,36.61,36.81,6230172,-0.32%,1
2006/3/9,36.8,36.96,35.9,36.12,7199342,-1.87%,0
2006/3/10,36.245,36.5,35.74,36.22,4971861,0.28%,0
2006/3/13,36.31,36.63,35.97,36.19,3278041,-0.08%,0
2006/3/14,36.035,37,36.01,36.91,4185116,1.99%,0
2006/3/15,36.95,37,36.43,36.89,2801557,-0.05%,0
2006/3/16,37.08,37.39,36.74,36.77,4822454,-0.33%,1
2006/3/17,36.885,36.98,35.85,35.99,6886228,-2.12%,0
2006/3/20,35.92,37.27,35.8,36.23,6170720,0.67%,0
2006/3/21,36.33,36.73,35.66,35.92,6668740,-0.86%,0
2006/3/22,36,36.54,35.79,36,4300778,0.22%,0
2006/3/23,35.96,36.34,35.48,35.68,4029158,-0.89%,0
2006/3/24,35.72,36.12,35.31,35.47,3615404,-0.59%,0
2006/3/27,35.5,35.66,35.1391,35.25,3708592,-0.62%,0
2006/3/28,35.21,36.02,35.2,35.69,5707230,1.25%,0
2006/3/29,35.69,36.81,35.31,36.32,7199118,1.77%,0
2006/3/30,36.45,36.9,36.18,36.67,4048401,0.96%,0
2006/3/31,36.68,36.77,36.48,36.53,2647259,-0.38%,0
2006/4/3,36.67,37.33,36.1,36.14,5048255,-1.07%,0
2006/4/4,36.14,37.1,36.02,36.77,3717017,1.74%,0
2006/4/5,36.66,37.34,36.27,37.34,5559420,1.55%,1
2006/4/6,37.2,38.84,37.13,38.51,9292609,3.13%,-1
2006/4/7,38.55,38.67,37,37.09,5704487,-3.69%,0
2006/4/10,37.155,37.28,36.22,36.61,4747436,-1.29%,0
2006/4/11,36.61,36.75,35.52,36.06,6602629,-1.50%,0
2006/4/12,35.91,36.44,35.91,36.13,2854856,0.19%,0
2006/4/13,35.95,36.72,35.49,36.62,3715110,1.36%,-1
2006/4/17,36.47,36.62,35.05,35.27,4442242,-3.69%,0
2006/4/18,35.39,36.45,35.2,36.28,4591405,2.86%,0
2006/4/19,36.115,36.96,35.89,36.89,4280582,1.68%,0
2006/4/20,36.7,37.2,36.23,36.34,5382709,-1.49%,0
2006/4/21,36.62,36.78,35.72,36.03,4423417,-0.85%,0
2006/4/24,36.115,36.115,35.32,35.79,3087638,-0.67%,0
2006/4/25,35.59,35.77,35.01,35.55,12522190,-0.67%,0
2006/4/26,35.34,36.11,35.15,35.79,11071420,0.68%,0
2006/4/27,35.505,35.87,35.3,35.74,5930573,-0.14%,0
2006/4/28,35.77,35.89,35.14,35.21,3475247,-1.48%,1
2006/5/1,35.19,35.57,34.44,34.59,7070690,-1.76%,0
2006/5/2,34.64,34.94,34.23,34.38,5849196,-0.61%,0
2006/5/3,34.29,34.39,33.51,33.96,7014180,-1.22%,0
2006/5/4,34.615,34.72,34.38,34.47,5997905,1.50%,0
2006/5/5,34.645,35.04,34.15,35.04,5727982,1.65%,0
2006/5/8,34.99,35.31,34.47,34.69,4236899,-1.00%,0
2006/5/9,34.415,35.26,34.21,34.84,5484753,0.43%,1
2006/5/10,34.68,35,34.1,34.16,3300229,-1.95%,1
2006/5/11,34.12,34.15,33.08,33.53,7658648,-1.84%,1
2006/5/12,33.56,33.78,32.55,32.73,4873543,-2.39%,0
2006/5/15,32.55,32.85,32.21,32.78,4304842,0.15%,0
2006/5/16,32.84,33.02,32.32,32.76,5221633,-0.06%,-1
2006/5/17,32.45,32.7,31.53,31.61,6704148,-3.51%,1
2006/5/18,31.71,33.64,31.52,32.61,11996310,3.16%,1
2006/5/19,32.66,34,32.03,33.94,9815747,4.08%,0
2006/5/22,33.96,34.99,33.18,34.83,11122870,2.62%,-1
2006/5/23,35,36,33.76,33.76,8822760,-3.07%,1
2006/5/24,33.41,35.23,33.37,35.19,9542169,4.24%,0
2006/5/25,35.36,35.69,34.6,35.63,5844881,1.25%,0
2006/5/26,35.66,36.5,35.46,36.07,4521924,1.23%,-1
2006/5/30,35.73,35.75,34.44,34.64,5912732,-3.96%,0
2006/5/31,34.735,34.94,33.73,34.61,5195417,-0.09%,0
2006/6/1,34.625,35.45,34.3,35.07,5932065,1.33%,0
2006/6/2,35.19,35.22,34.05,34.76,5442755,-0.88%,-1
2006/6/5,34.46,34.54,33.27,33.49,5049335,-3.65%,0
2006/6/6,33.58,33.8,32.93,33.41,4276635,-0.24%,0
2006/6/7,33.4,34.54,32.91,33.77,5303890,1.08%,0
2006/6/8,33.55,34.06,32.42,33.55,8310152,-0.65%,0
2006/6/9,33.5,34.35,33.45,33.78,5232319,0.69%,0
2006/6/12,34,34.45,33.49,33.6,4195844,-0.53%,0
2006/6/13,33.49,34.17,33.135,33.47,5391545,-0.39%,0
2006/6/14,33.5,33.99,33.08,33.68,4849052,0.63%,1
2006/6/15,33.84,35.17,33.67,34.96,6206159,3.80%,0
2006/6/16,34.88,35.26,34.7,35.09,5132296,0.37%,0
2006/6/19,35.2,35.48,35.04,35.07,4210372,-0.06%,0
2006/6/20,35.01,35.65,34.88,35.48,4452761,1.17%,1
2006/6/21,35.34,37.05,35.34,36.65,7863051,3.30%,0
2006/6/22,36.55,36.8514,36.11,36.37,4736474,-0.76%,0
2006/6/23,36.46,36.65,36.02,36.55,3921446,0.49%,0
2006/6/26,36.55,37.17,36.43,36.77,3605348,0.60%,0
2006/6/27,36.72,37.5,36.17,36.48,5637852,-0.79%,0
2006/6/28,36.7,37.11,36.48,36.7,3750400,0.60%,1
2006/6/29,36.82,38.57,36.7,38.52,6370060,4.96%,0
2006/6/30,38.58,38.84,37.83,38.68,4915248,0.42%,0
2006/7/3,38.52,38.62,38.23,38.61,1436347,-0.18%,-1
2006/7/5,38.28,38.43,36.78,37.11,5734083,-3.89%,0
2006/7/6,37.07,37.74,36.52,36.8,4370573,-0.84%,1
2006/7/7,36.71,37.28,35.75,36.11,5004119,-1.87%,0
2006/7/10,36.3,36.7,35.4,35.79,3876738,-0.89%,0
2006/7/11,35.74,35.92,35.01,35.66,6088673,-0.36%,1
2006/7/12,35.6,35.9,34.57,34.63,4894479,-2.89%,1
2006/7/13,34.33,34.63,33.71,33.73,6450110,-2.60%,1
2006/7/14,33.51,33.73,32.8,32.92,8093822,-2.40%,0
2006/7/17,32.79,33.93,32.79,33.67,7196941,2.28%,0
2006/7/18,33.65,34.29,32.96,33.49,5214134,-0.53%,0
2006/7/19,33.5,34.77,33.39,34.48,8866217,2.96%,0
2006/7/20,34.39,34.81,33.83,34.18,5811781,-0.87%,1
2006/7/21,33.85,33.97,32.92,33.19,7135378,-2.90%,1
2006/7/24,33.35,34.68,33.34,34.31,7374436,3.37%,1
2006/7/25,34,34.16,33.39,33.59,16551390,-2.10%,-1
2006/7/26,28.76,29,25.96,26.26,76958240,-21.82%,0
2006/7/27,26.45,26.8,26,26.56,26390950,1.14%,0
2006/7/28,26.8,27.18,26.57,27.17,12419590,2.30%,0
2006/7/31,27.02,27.29,26.74,26.89,8036848,-1.03%,1
2006/8/1,26.55,26.64,25.84,26.32,13117590,-2.12%,0
2006/8/2,26.15,26.3,25.89,26.09,7809949,-0.87%,0
2006/8/3,26.09,26.9,25.9,26.69,6940526,2.30%,0
2006/8/4,26.94,27.59,26.8,27.29,10252380,2.25%,1
2006/8/7,27.19,27.29,26.59,26.78,5479563,-1.87%,1
2006/8/8,26.8,27.02,26.19,26.36,7257590,-1.57%,0
2006/8/9,26.54,26.7,26,26.21,6908192,-0.57%,0
2006/8/10,26.2,26.52,25.88,26.49,6405249,1.07%,1
2006/8/11,26.43,26.43,25.76,26.07,5115123,-1.59%,0
2006/8/14,26.22,27.06,26.18,26.53,5126550,1.76%,1
2006/8/15,26.97,27.86,26.62,27.77,8200887,4.67%,0
2006/8/16,27.97,28.14,27.52,27.95,7574048,0.65%,1
2006/8/17,27.96,29.75,27.83,29.09,9493926,4.08%,0
2006/8/18,29.09,29.23,28.22,29.12,5998658,0.10%,-1
2006/8/21,28.7,28.98,27.97,28.13,5334929,-3.40%,0
2006/8/22,28.14,28.89,28.05,28.37,4587182,0.85%,0
2006/8/23,28.56,28.89,27.77,28.14,4691384,-0.81%,0
2006/8/24,28.24,28.25,27.54,27.97,4516807,-0.60%,0
2006/8/25,27.79,28.23,27.62,28.03,3542541,0.21%,1
2006/8/28,28.4,29,28.27,28.91,6066435,3.14%,0
2006/8/29,28.97,29.72,28.75,29.52,7398133,2.11%,1
2006/8/30,29.57,30.85,29.48,30.67,11302180,3.90%,0
2006/8/31,30.755,30.99,30.47,30.83,5939628,0.52%,1
2006/9/1,30.85,31.8,30.85,31.76,6563239,3.02%,0
2006/9/5,31.61,32.3,31.24,32.23,7448246,1.48%,-1
2006/9/6,31.76,31.98,30.65,30.8,9102107,-4.44%,-1
2006/9/7,30.57,30.64,29.68,29.73,8896027,-3.47%,0
2006/9/8,30.19,30.66,29.94,30.51,5207974,2.62%,0
2006/9/11,30.23,31.13,29.72,30.79,7403880,0.92%,1
2006/9/12,30.87,31.94,30.53,31.72,6526031,3.02%,0
2006/9/13,31.73,31.96,31.37,31.67,4370469,-0.16%,0
2006/9/14,31.54,31.87,31.18,31.65,3255760,-0.06%,0
2006/9/15,31.9,32.74,31.58,32.52,10262080,2.75%,0
2006/9/18,32.41,32.67,31.88,32.08,5122702,-1.35%,1
2006/9/19,32.24,32.3,30.82,31.58,8571758,-1.56%,0
2006/9/20,31.81,32.81,31.8,32.12,8544700,1.71%,-1
2006/9/21,32.24,32.56,30.07,30.22,15550470,-5.92%,0
2006/9/22,30.22,30.95,29.9,30.84,7249081,2.05%,1
2006/9/25,31.05,31.97,30.74,31.79,6618440,3.08%,0
2006/9/26,31.89,32.59,31.8,32.5,6594345,2.23%,0
2006/9/27,32.28,32.46,31.93,32.33,5466688,-0.52%,1
2006/9/28,32.27,32.33,31.22,31.84,7498317,-1.52%,0
2006/9/29,32.01,32.34,31.54,32.12,5227352,0.88%,-1
2006/10/2,31.98,32.03,30.83,30.87,6817083,-3.89%,0
2006/10/3,30.9,32,30.58,31.7,8032795,2.69%,1
2006/10/4,31.75,32.83,31.3,32.76,7064875,3.34%,0
2006/10/5,32.68,33.4,32.4,33.32,8453752,1.71%,1
2006/10/6,33.15,33.218,32.5,32.59,4217022,-2.19%,0
2006/10/9,32.49,33.48,32.451,33.38,5288713,2.42%,1
2006/10/10,33.27,33.58,32.49,32.62,6332987,-2.28%,0
2006/10/11,32.61,33.15,32.27,32.91,6729540,0.89%,0
2006/10/12,33.1,33.71,32.63,33.55,5981232,1.94%,0
2006/10/13,33.35,33.58,33.08,33.32,4067324,-0.69%,1
2006/10/16,32.85,33.2,32.55,32.6,6769464,-2.16%,0
2006/10/17,32.2,32.61,31.75,32.47,6633707,-0.40%,0
2006/10/18,32.57,32.78,32,32.31,5343710,-0.49%,0
2006/10/19,32.17,32.84,32.1,32.54,4037536,0.71%,0
2006/10/20,32.69,32.69,32.21,32.57,5839387,0.09%,0
2006/10/23,32.47,32.91,32.14,32.88,8057265,0.95%,0
2006/10/24,32.87,38,32.86,33.63,22234390,2.28%,1
2006/10/25,37.3,37.98,36.04,37.68,46506050,12.04%,0
2006/10/26,37.25,38.49,37.18,38.3,17062740,1.65%,0
2006/10/27,38.15,38.38,37.664,38.24,9891027,-0.16%,0
2006/10/30,38.05,38.34,37.68,38.15,6879570,-0.24%,0
2006/10/31,38.22,38.59,37.8,38.09,6173487,-0.16%,0
2006/11/1,38.125,38.2,37.46,37.56,6668988,-1.39%,0
2006/11/2,37.33,37.77,37.11,37.45,5447219,-0.29%,0
2006/11/3,37.61,37.71,36.87,37.46,5124076,0.03%,0
2006/11/6,37.64,38.35,37.53,38.21,4534437,2.00%,0
2006/11/7,38.2,39,38.04,38.77,7743082,1.47%,0
2006/11/8,38.58,39.48,38.46,39.47,8153810,1.81%,1
2006/11/9,39.5,39.77,38.81,38.84,5805875,-1.60%,0
2006/11/10,38.79,39.362,38.76,39.26,4489978,1.08%,0
2006/11/13,39.23,40.001,39.13,39.99,6943858,1.86%,1
2006/11/14,40.11,41.67,39.62,41.51,10949140,3.80%,0
2006/11/15,41.5,43.1,41.5,42.6,13531820,2.63%,0
2006/11/16,42.445,42.95,42.4,42.84,10684550,0.56%,0
2006/11/17,42.55,42.67,42.22,42.55,6507614,-0.68%,0
2006/11/20,42.35,42.55,41.94,42.44,5795686,-0.26%,0
2006/11/21,42.55,43.25,42.12,42.54,6984409,0.24%,0
2006/11/22,42.5,42.98,42.18,42.96,4535658,0.99%,0
2006/11/24,42.56,42.94,42.31,42.41,2243726,-1.28%,-1
2006/11/27,42.18,42.8,40.72,40.85,8940615,-3.68%,0
2006/11/28,40.75,41.07,40.3,40.92,7094555,0.17%,0
2006/11/29,40.48,41.1,40,40.63,7853497,-0.71%,0
2006/11/30,40.42,40.64,39.85,40.34,6334072,-0.71%,1
2006/12/1,40.26,40.54,39.09,39.41,8302622,-2.31%,0
2006/12/4,39.31,39.48,38.87,39.1,9720682,-0.79%,0
2006/12/5,39.13,39.3,38.72,38.98,5737385,-0.31%,0
2006/12/6,38.77,39.58,38.64,38.9,5776222,-0.21%,1
2006/12/7,38.93,39.09,38.05,38.12,6621542,-2.01%,0
2006/12/8,37.92,38.95,37.7,38.46,5139525,0.89%,0
2006/12/11,38.22,39.15,38.08,38.69,4848665,0.60%,0
2006/12/12,38.44,38.94,38.15,38.46,5106194,-0.59%,0
2006/12/13,38.61,39.19,38.19,38.5,4664419,0.10%,0
2006/12/14,38.74,39.54,38.6,39.02,6292036,1.35%,0
2006/12/15,39.38,40.19,39.23,40.01,8083138,2.54%,1
2006/12/18,40.2,40.64,38.86,39.26,6486626,-1.87%,0
2006/12/19,38.78,39.72,38.23,39.42,7501144,0.41%,0
2006/12/20,39.43,40.3,39.39,40.01,7879465,1.50%,0
2006/12/21,39.87,40.34,39.65,39.89,6542538,-0.30%,0
2006/12/22,39.98,40.51,39.91,40.24,5585189,0.88%,0
2006/12/26,40.13,40.13,39.42,39.8,4473607,-1.09%,0
2006/12/27,39.86,40.47,39.8,40.29,3534156,1.23%,0
2006/12/28,40.38,40.63,39.92,40.21,4545444,-0.20%,1
2006/12/29,40.06,40.25,39.3499,39.46,4198776,-1.87%,1
2007/1/3,38.68,39.06,38.05,38.7,12401420,-1.93%,0
2007/1/4,38.59,39.14,38.26,38.9,6292047,0.52%,0
2007/1/5,38.72,38.79,37.6,38.37,6619420,-1.36%,1
2007/1/8,38.22,38.31,37.17,37.5,6716023,-2.27%,0
2007/1/9,37.6,38.06,37.34,37.78,5702851,0.75%,1
2007/1/10,37.49,37.7,37.07,37.15,6476560,-1.67%,0
2007/1/11,37.17,38,37.17,37.4,6465519,0.67%,0
2007/1/12,37.36,38.21,37.27,38.2,4465160,2.14%,0
2007/1/16,38.4,38.89,37.97,38.66,5637934,1.20%,1
2007/1/17,38.7,39,37.78,37.88,5021077,-2.02%,1
2007/1/18,37.5,37.65,36.72,36.98,9027215,-2.38%,0
2007/1/19,36.69,37.48,36.6,37.02,6095956,0.11%,0
2007/1/22,37.65,37.9,36.8,36.95,8316692,-0.19%,0
2007/1/23,36.9,37.07,36.3,36.43,5313696,-1.41%,0
2007/1/24,36.51,37.36,36.5,37.26,5231546,2.28%,0
2007/1/25,38.08,38.23,36.78,37.08,6744755,-0.48%,0
2007/1/26,37.26,37.26,36.3,36.85,4138936,-0.62%,0
2007/1/29,36.7,37.45,36.54,37.43,7395008,1.57%,0
2007/1/30,37.29,37.42,36.63,37.05,4812974,-1.02%,0
2007/1/31,36.95,38.19,36.76,37.67,7220925,1.67%,0
2007/2/1,37.95,39.3,37.85,38.7,24659900,2.73%,-1
2007/2/2,37.23,37.74,36.68,37.39,25696540,-3.39%,0
2007/2/5,37.25,37.42,36.77,37.16,6109515,-0.62%,0
2007/2/6,37.2,38.41,37.0845,38.27,8594777,2.99%,0
2007/2/7,38.49,39.52,38.4,38.98,10488480,1.86%,0
2007/2/8,38.95,39.51,38.67,39.1,5479293,0.31%,0
2007/2/9,39.19,39.31,38.66,38.72,5952645,-0.97%,0
2007/2/12,38.79,38.99,38.36,38.85,3824442,0.34%,0
2007/2/13,38.85,39.61,38.85,39.31,4505549,1.18%,0
2007/2/14,39.23,40.28,39.14,40.14,6814185,2.11%,0
2007/2/15,40.14,40.32,39.86,40.06,5088285,-0.20%,0
2007/2/16,39.9,40.44,39.87,40.33,4678927,0.67%,0
2007/2/20,40.13,41.74,40,41.51,8902970,2.93%,0
2007/2/21,41.19,41.32,40.92,41.26,4506815,-0.60%,0
2007/2/22,41.4,42,40.89,41,4916335,-0.63%,0
2007/2/23,41,41.2,40.74,40.78,5495540,-0.54%,0
